,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_margin_at_50,val_margin_at_50,train_robstacc_108,val_robstacc_108,train_robstacc_255,val_robstacc_255,train_robstacc_36,val_robstacc_36,train_robstacc_72,val_robstacc_72,train_throughput,val_throughput
2023-08-22 10:15:24.572872,1.0,0.8873900880618971,0.8159712493419647,0.26496,0.3515,0.0,0.0,0.00022,0.0039,0.0,0.0,0.02244,0.0923,0.00326,0.0195,1428.4719207140863,5750.512126922607
2023-08-22 10:16:03.002258,2.0,0.8182046985139653,0.7813924193382263,0.34556,0.3899,0.0,0.0,0.00176,0.0148,0.0,0.0,0.08418,0.1321,0.01292,0.0401,1417.9805237906319,5697.974060821533
2023-08-22 10:16:41.462624,3.0,0.7952487231517325,0.7560846656560898,0.36886,0.4178,0.0,0.0,0.00396,0.0116,0.0,0.0,0.11744,0.1722,0.0245,0.051,1413.7337451856963,5708.118184661866
2023-08-22 10:17:20.104404,4.0,0.7804730397706129,0.7428165256977082,0.3861,0.4314,0.0,0.0,0.00578,0.0127,0.0,0.0,0.1371,0.191,0.03186,0.058,1412.182225597148,5714.186248779297
2023-08-22 10:17:58.582900,5.0,0.7654537479488217,0.7280815318226814,0.40172,0.4483,0.0,0.0,0.00882,0.0192,0.0,0.0,0.15984,0.2111,0.043,0.0761,1410.6707551917252,5711.849252319336
2023-08-22 10:18:37.161029,6.0,0.7578256355256451,0.7218654602766037,0.40852,0.4485,0.0,0.0,0.0101,0.02,0.0,0.0,0.16852,0.2186,0.04928,0.0785,1409.63552264778,5710.653720092773
2023-08-22 10:19:15.784606,7.0,0.7460124492645264,0.7077311024069786,0.42326,0.459,0.0,0.0,0.01316,0.0309,0.0,0.0,0.1815,0.2524,0.05832,0.1088,1409.8597174663932,5705.074136352539
2023-08-22 10:19:54.481988,8.0,0.7402045602092937,0.7036391466856002,0.42778,0.4664,0.0,0.0,0.01578,0.0335,0.0,0.0,0.19066,0.2435,0.06316,0.1017,1408.7244061061315,5699.592384338379
2023-08-22 10:20:33.202514,9.0,0.7317527897503912,0.6986586272716522,0.43474,0.4728,0.0,0.0,0.01936,0.0374,0.0,0.0,0.20048,0.2496,0.07054,0.1109,1408.9706046435297,5705.05970993042
2023-08-22 10:21:12.025143,10.0,0.7274973845603515,0.687666517496109,0.44192,0.4778,0.0,0.0,0.0206,0.0548,2e-05,0.0,0.20548,0.2689,0.0738,0.1315,1408.734880953419,5705.032386779785
2023-08-22 10:21:50.917208,11.0,0.7209991301809039,0.6811870962381363,0.4467,0.4865,0.0,0.0,0.02384,0.0523,2e-05,0.0,0.21496,0.2723,0.08356,0.1331,1409.8366468001386,5713.986949157715
2023-08-22 10:22:29.511208,12.0,0.7163845014815428,0.6780361875891685,0.4533,0.4835,0.0,0.0,0.02662,0.0526,4e-05,0.0001,0.22188,0.2784,0.0848,0.1371,1409.9342399130062,5709.4455093383785
2023-08-22 10:23:08.199071,13.0,0.711992795370063,0.671252278983593,0.45518,0.4892,0.0,0.0,0.02852,0.0674,0.0,0.0002,0.22612,0.2925,0.08998,0.1536,1410.0042738622549,5711.586167144776
2023-08-22 10:23:46.835100,14.0,0.7061234022281608,0.6660476922988892,0.46142,0.4993,0.0,0.0,0.03154,0.0651,4e-05,0.0004,0.23384,0.2951,0.0959,0.1539,1410.252909679802,5720.612409210205
2023-08-22 10:24:25.480774,15.0,0.699826428476645,0.6585041120648384,0.4665,0.5048,0.0,0.004818379878997803,0.03522,0.0699,8e-05,0.0001,0.24252,0.3041,0.10294,0.1549,1409.906454592335,5713.51404800415
2023-08-22 10:25:04.198214,16.0,0.6978446886855729,0.662469920516014,0.46684,0.4957,0.0,0.0,0.03642,0.0759,8e-05,0.0005,0.24318,0.3009,0.10478,0.161,1410.4795884112923,5683.62942276001
2023-08-22 10:25:42.870072,17.0,0.69352674088916,0.6642024487257003,0.47244,0.503,0.0,0.0023896396160125732,0.03844,0.0628,6e-05,0.0002,0.24896,0.2886,0.10736,0.1468,1409.608893102529,5717.9796890258785
2023-08-22 10:26:21.468978,18.0,0.6918369677602029,0.6542757779359818,0.47562,0.5106,0.0,0.010778605937957764,0.03878,0.0724,0.0001,0.0007,0.24892,0.3032,0.10832,0.1582,1410.8274053456832,5695.41987915039
2023-08-22 10:27:00.150795,19.0,0.6864935846961274,0.6486771389842033,0.47964,0.512,0.0,0.012651830911636353,0.0424,0.0754,0.0001,0.0007,0.25888,0.3129,0.11498,0.1679,1410.2798994414661,5716.426399230957
2023-08-22 10:27:38.722808,20.0,0.685383676570289,0.6485081821680069,0.48158,0.5105,0.0,0.009283274412155151,0.04182,0.0871,0.00014,0.0009,0.25716,0.3167,0.11582,0.1778,1411.0745768644372,5698.878329467773
2023-08-22 10:28:17.527951,21.0,0.6821770050695964,0.64134301841259,0.48378,0.5135,0.0,0.01209704577922821,0.0442,0.0899,0.0001,0.0005,0.26312,0.3217,0.12056,0.1819,1410.5146994298818,5715.24727935791
2023-08-22 10:28:56.083907,22.0,0.6789745411702565,0.6384665042161941,0.48704,0.5198,0.0,0.017506882548332214,0.0467,0.0924,0.0001,0.0007,0.26668,0.3291,0.12184,0.1852,1410.1597853680046,5706.742810821534
2023-08-22 10:29:34.781242,23.0,0.6768620205777032,0.6564886122941971,0.48928,0.4982,0.0,0.0,0.04844,0.0937,0.00014,0.0024,0.2696,0.3194,0.12546,0.1858,1410.3390296624632,5716.259677124023
